lanzepisode_name,name,date,role,party,message,genre,pub_platform
Markus Lanz vom 7. November 2023,Bettina Dickes,2023-11-07T00:00:00.000000,Landrätin,CDU,Die CDU-Kommunalpolitikerin aus Bad Kreuznach berichtet von der angespannten Flüchtlingssituation in ihrem Landkreis und der Stimmung in der Bevölkerung.,Politik,
Markus Lanz vom 23. März 2023,Sebastian Fiedler,2023-03-23T00:00:00.000000,Ex-Kriminalbeamter,SPD,"Anlässlich des Falls der offenbar von zwei Kindern getöteten Luise aus Freudenberg nimmt der SPD-Politiker Stellung zur Forderung, die Grenze der Strafmündigkeit zu senken.",Inneres,
Markus Lanz vom 23. März 2023,Sibylle Winter,2023-03-23T00:00:00.000000,Kinderpsychiaterin,,"Die leitende Oberärztin der Klinik für Psychiatrie im Kindes- und Jugendalter der Berliner Charité erklärt, wie extreme Gewalt bei Kindern entsteht.",Gesundheit,
Markus Lanz vom 23. März 2023,Birgit Kimmel,2023-03-23T00:00:00.000000,Pädagogin,,"Die Leiterin der EU-Initiative ""klicksafe"" analysiert, wie Mobbing das Leben von Kindern und Jugendlichen im Internet und der realen Welt beeinträchtigt.",Bildung,
Markus Lanz vom 23. März 2023,Marcus Engert,2023-03-23T00:00:00.000000,Journalist,,"Der Investigativreporter des Rechercheverbunds von NDR, WDR und SZ berichtet über seine brisanten Erkenntnisse zum illegalen Holzhandel innerhalb der EU.",Journalismus,Süddeutsche Zeitung
Markus Lanz vom 21. März 2023,Anton Hofreiter,2023-03-21T00:00:00.000000,Politiker,B90G,Der Grünen-Politiker nimmt Stellung zu Robert Habecks Heizungsplänen. Zudem äußert er sich zur Lage innerhalb der Ampel-Koalition.,Politik,
Markus Lanz vom 21. März 2023,Antje Höning,2023-03-21T00:00:00.000000,Journalistin,,"Die Leiterin des Wirtschaftsressorts der ""Rheinischen Post"" sieht ""erste Zerrüttungserscheinungen"" in der Ampel-Koalition. Sie kritisiert die Energie- und Klimapolitik der Grünen.",Journalismus,Rheinische Post
Markus Lanz vom 21. März 2023,Daniela Schwarzer,2023-03-21T00:00:00.000000,Politologin,,Die Expertin für internationale Beziehungen bewertet das Treffen von Xi Jinping und Wladimir Putin in Moskau und ordnet die geopolitische Bedeutung Chinas ein.,Wissenschaft,
Markus Lanz vom 21. März 2023,Florian Flade,2023-03-21T00:00:00.000000,Reporter,,"Der Investigativjournalist der Recherchekooperation aus NDR, WDR und SZ berichtet über die Hintergründe der Sprengungen der Nord-Stream-Pipelines.",Journalismus,Süddeutsche Zeitung
Markus Lanz vom 14. April 2022,Richard David Precht,2022-04-14T00:00:00.000000,Philosoph,,"Der Bestsellerautor spricht über Wandel und Zukunft der Arbeitswelt. Er prognostiziert: ""Wir kommen in eine Gesellschaft, in deren Mittelpunkt nicht die Arbeit steht, sondern der Sinn.""",Wissenschaft,
Markus Lanz vom 14. April 2022,Kenza Ait Si Abbou,2022-04-14T00:00:00.000000,Ingenieurin,,"Die Expertin für künstliche Intelligenz und Robotik skizziert das Potenzial von Zukunftstechnologien für Gesellschaft, Industrie und Dienstleistungen.",Sonstiges,
Markus Lanz vom 14. April 2022,Monika Schnitzer,2022-04-14T00:00:00.000000,Ökonomin,,"Die Wirtschaftsweise spricht über die finanz- und arbeitsmarktpolitischen Herausforderungen Deutschlands, um Wohlstand für kommende Generationen zu sichern.",Ökonomie,
Markus Lanz vom 5. September 2023,Christian Dürr,2023-09-05T00:00:00.000000,Politiker,FDP,Der FDP-Fraktionschef erläutert seine Zweifel an der Sinnhaftigkeit eines Industriestrompreises und am AKW-Rückbau in Deutschland. Ferner äußert er sich zur Haushaltspolitik.,Politik,
Markus Lanz vom 5. September 2023,Ursula Weidenfeld,2023-09-05T00:00:00.000000,Journalistin,,"Die freie Journalistin (u.a. ""Der Spiegel"") analysiert das Wirken der FDP als Teil der Ampelkoalition. Zudem bilanziert sie die FDP-Klausurtagung.",Journalismus,Spiegel
Markus Lanz vom 5. September 2023,Jens Südekum,2023-09-05T00:00:00.000000,Ökonom,,Der VWL-Professor der Universität Düsseldorf warnt vor einer Verschärfung der Wirtschaftskrise und erläutert seine Kritik an der Industrie- und Energiepolitik der Bundesregierung.,Ökonomie,
Markus Lanz vom 5. September 2023,Harald Welzer,2023-09-05T00:00:00.000000,Sozialpsychologe,,"Er spricht über seine Forderung nach einem politischen Leitbild, das unter den von Krisen geprägten Bedingungen des 21. Jahrhunderts ein zivilisiertes Leben in Freiheit ermöglicht.",Soziales,
Markus Lanz vom 8. Juni 2023,Saskia Esken,2023-06-08T00:00:00.000000,Politikerin,SPD,"Die SPD-Chefin erläutert, wie Klimaschutz und Energiewende sozialverträglich gestaltet werden sollen. Zudem äußert sie sich zur Bildungs- und Arbeitsmarktpolitik.",Politik,
Markus Lanz vom 8. Juni 2023,Helene Bubrowski,2023-06-08T00:00:00.000000,Journalistin,,"Die FAZ-Redakteurin analysiert die zunehmenden Differenzen zwischen den Regierungsparteien, den Führungsstil von Kanzler Scholz sowie die Gründe für das Erstarken der AfD.",Journalismus,FAZ
Markus Lanz vom 8. Juni 2023,Ronja Ebeling,2023-06-08T00:00:00.000000,Unternehmensberaterin,,"Die 26-Jährige spricht über die Ziele sowie die Lebens- und Arbeitseinstellung der ""Generation Z"". Sie sagt: ""Jeder fünfte Mitarbeitende unter 34 Jahren hat schon innerlich gekündigt.""",Ökonomie,
Markus Lanz vom 8. Juni 2023,Laura Bornmann,2023-06-08T00:00:00.000000,Ökonomin,,"Die Expertin für Personalmanagement erläutert, wie sich der Arbeitsmarkt vom Arbeitgeber- zum Arbeitnehmermarkt wandelt und welche Chancen sich hierdurch für junge Menschen eröffnen.",Ökonomie,
Markus Lanz vom 15. Juni 2023,Kevin Kühnert,2023-06-15T00:00:00.000000,Politiker,SPD,"Der SPD-Generalsekretär nimmt Stellung zum Kompromiss zur Wärmewende, den Herausforderungen für die kommunale Wärmeplanung und dem Umfragehoch der AfD.",Politik,
Markus Lanz vom 14. November 2023,Michael Roth,2023-11-14T00:00:00.000000,SPD-Außenpolitiker,SPD,Er nimmt Stellung zur militärischen und humanitären Entwicklung in Gaza sowie zur Rolle Deutschlands im Kampf Israels gegen die Terrororganisation Hamas.,Politik,
Markus Lanz vom 15. Juni 2023,Hannah Bethke,2023-06-15T00:00:00.000000,Journalistin,,"Mit Blick auf den Durchbruch beim Heizungsgesetz analysiert die ""Welt""-Politikexpertin den Zustand der Ampelkoalition sowie die Rolle von Kanzler Scholz in dem intensiven politischen Prozess.",Journalismus,Welt
Markus Lanz vom 15. Juni 2023,Dietrich Borchardt,2023-06-15T00:00:00.000000,Hydrologe,,Der Professor vom Helmholtz-Zentrum für Umweltforschung in Magdeburg spricht über die Zunahme von Wetterextremen und die damit verbundenen Auswirkungen auf die Wasserqualität- und Versorgung.,Wissenschaft,
Markus Lanz vom 15. Juni 2023,Daniel Etter,2023-06-15T00:00:00.000000,Fotojournalist,,"Der Pulitzer-Preisträger berichtet von seinen Recherchen aus dem Irak und in Somalia, wo der Klimawandel schon jetzt dramatische Folgen auf die Lebensbedingungen und das Ökosystem hat.",Journalismus,
Markus Lanz vom 25. Februar 2022,Jürgen Trittin,2022-02-25T00:00:00.000000,Politiker,B90G,"Der Grünen-Politiker äußert sich zur militärischen Vorgehensweise der russischen Truppen in der Ukraine, zur Verteidigungsvorsorge der NATO und zur Außenpolitik der Bundesregierung.",Politik,
Markus Lanz vom 25. Februar 2022,Gerald Knaus,2022-02-25T00:00:00.000000,Soziologe,,"Der Migrationsforscher spricht über die humanitären Folgen des Russland-Ukraine-Konflikts. Er rechnet damit, dass sich viele Menschen aus der Ukraine auf den Weg in die EU machen werden.",Soziales,
Markus Lanz vom 25. Februar 2022,Claudia Kade,2022-02-25T00:00:00.000000,Journalistin,,"Die ""Welt""-Politikexpertin analysiert die internationalen Bemühungen, den russischen Präsidenten Putin zu einem Einlenken zu bewegen.",Journalismus,Welt
Markus Lanz vom 25. Februar 2022,Gwendolyn Sasse,2022-02-25T00:00:00.000000,Politologin,,Die Leiterin des Zentrums für Osteuropa- und Internationale Studien spricht über die Haltung der russischen Bevölkerung zum Ukraine-Krieg und über die mutmaßliche Wirksamkeit der Sanktionen.,Wissenschaft,
Markus Lanz vom 22. November 2022,Robert Habeck,2022-11-22T00:00:00.000000,Politiker,B90G,"Der grüne Bundeswirtschaftsminister und Vizekanzler äußert sich zur Energie- und Klimapolitik, der Gasversorgungslage, den sozialen Folgen der Krise und den Konjunkturaussichten.",Politik,
Markus Lanz vom 22. November 2022,Thomas Kistner,2022-11-22T00:00:00.000000,Sportjournalist,,"Der Fußballexperte der ""Süddeutschen Zeitung"" analysiert die Debatte um die ""One Love""-Binde, die politische Dimension der Fußball-WM sowie die Rolle von FIFA-Präsident Gianni Infantino.",Journalismus,Süddeutsche Zeitung
Markus Lanz vom 22. November 2022,Golineh Atai,2022-11-22T00:00:00.000000,Nahost-Expertin,,"Seit Januar leitet die gebürtige Iranerin das ZDF-Studio für den arabischen Raum in Kairo. Sie informiert über die Reaktionen, nachdem das iranische WM-Team bei der eigenen Hymne schwieg.",International,
Markus Lanz vom 23. Mai 2023,Carsten Linnemann,2023-05-23T00:00:00.000000,Politiker,CDU,"Nach ihrer jüngsten Klausurtagung äußert sich der CDU-Vize und Chef der Grundsatzprogramm-Kommission zu den industrie-, steuer- und arbeitsmarktpolitischen Ideen seiner Partei.",Politik,
Markus Lanz vom 23. Mai 2023,Ulrike Herrmann,2023-05-23T00:00:00.000000,Journalistin,,"Die Wirtschaftsexpertin der ""taz"" analysiert die Oppositionsrolle der CDU und ihre Ansätze zur inhaltlichen Neuausrichtung. Zudem blickt sie auf die Ergebnisse des G7-Gipfels in Hiroshima.",Journalismus,TAZ
Markus Lanz vom 23. Mai 2023,Jens Südekum,2023-05-23T00:00:00.000000,Ökonom,,"Der Professor für Internationale Volkswirtschaftslehre erläutert, welche Transformationsprozesse die deutsche Wirtschaft durchlaufen muss, um zukunfts- und wettbewerbsfähig zu sein.",Ökonomie,
Markus Lanz vom 23. Mai 2023,Rüdiger von Fritsch,2023-05-23T00:00:00.000000,Ex-Diplomat,,Der frühere deutsche Botschafter in Moskau und Bestsellerautor äußert sich zu möglichen tiefgreifenden Veränderungen der Weltordnung nach dem Ukrainekrieg.,International,
Markus Lanz vom 8. November 2023,Gerhart Baum,2023-11-08T00:00:00.000000,Ex-Bundesinnenminister,FDP,Mit Blick auf den Jahrestag der NS-Novemberpogrome von 1938 äußert sich der 91-jährige FDP-Politiker zum wachsenden Antisemitismus in Deutschland und zu den Gefährdungen der Demokratie.,Politik,
Markus Lanz vom 23. August 2023,Rüdiger von Fritsch,2023-08-23T00:00:00.000000,Ex-Botschafter,,"Der frühere deutsche Botschafter in Moskau äußert sich zu Hintergründen des Absturzes eines Privatflugzeuges, auf dessen Passagierliste Wagner-Chef Prigoschin stand. ",International,
Markus Lanz vom 23. August 2023,Anton Hofreiter,2023-08-23T00:00:00.000000,Politiker,B90G,Der Grünen-Politiker nimmt Stellung zu den jüngsten Differenzen innerhalb der Ampelkoalition sowie zur Debatte um den Industriestrompreis und zur deutschen Subventionspolitik.  ,Politik,
Markus Lanz vom 23. August 2023,Antje Höning,2023-08-23T00:00:00.000000,Journalistin,,"Die Leiterin der Wirtschaftsredaktion der ""Rheinischen Post"" spricht über die konjunkturellen Perspektiven Deutschlands und über die Risiken einer Deindustrialisierung. ",Journalismus,Rheinische Post
Markus Lanz vom 23. August 2023,Lars Feld,2023-08-23T00:00:00.000000,Ökonom,,"Der Wirtschaftswissenschaftler und Berater des Finanzministers Christian Lindner (FDP) erläutert, warum er einen Industriestrompreis ablehnt.",Ökonomie,
Markus Lanz vom 30. August 2022,Alexander Graf Lambsdorff,2022-08-30T00:00:00.000000,Politiker,FDP,Der FDP-Außenpolitiker und Fraktionsvize der Liberalen nimmt Stellung zum Krieg in Osteuropa und dessen energie- und wirtschaftspolitischen Auswirkungen auf Deutschland.,Politik,
Markus Lanz vom 30. August 2022,Anja Maier,2022-08-30T00:00:00.000000,Journalistin,,"Die Politikredakteurin (""Die Zeit"", ""Weser-Kurier"" unter anderen) analysiert die deutsche Außen- und Wirtschaftspolitik sowie die Rolle der FDP innerhalb der Ampelkoalition.",Journalismus,Zeit
Markus Lanz vom 30. August 2022,Marcel Fratzscher,2022-08-30T00:00:00.000000,Ökonom,,Der Präsident des Deutschen Instituts für Wirtschaftsforschung äußert sich zu den sozialen Folgen der Energiekrise und hinterfragt die Ausgestaltung und Wirksamkeit der Entlastungspakete. ,Ökonomie,
Markus Lanz vom 30. August 2022,Kathrin Witsch,2022-08-30T00:00:00.000000,Journalistin,,"Die Energie-Expertin vom ""Handelsblatt"" spricht über kritische Konstruktionsfehler bei der Gasumlage und erläutert, wie manche Unternehmen hierdurch Zusatzgewinne erwirtschaften könnten.",Journalismus,Handelsblatt
Markus Lanz vom 20. April 2023,Stephan Weil,2023-04-20T00:00:00.000000,Politiker,SPD,Der Ministerpräsident Niedersachsens (SPD) nimmt Stellung zur AKW-Abschaltung und deren energiewirtschaftlichen Folgen sowie der Gefahr einer Deindustrialisierung Deutschlands.,Politik,
Markus Lanz vom 20. April 2023,Helene Bubrowski,2023-04-20T00:00:00.000000,Journalistin,,"Die ""FAZ""-Redakteurin erläutert, warum sie in der Ampelkoalition eine ""Machtverschiebung"" erkennt. Zudem äußert sie sich zur Fehlerkultur in der Politik, die sie für verbesserungswürdig hält.",Journalismus,FAZ
Markus Lanz vom 20. April 2023,Christian Böttger,2023-04-20T00:00:00.000000,Bahn-Experte,,"Der Professor für Wirtschaftsingenieurwesen äußert sich zu Gründen für Baustellen, Zugausfälle und Verspätungen im Bahnverkehr sowie den Konzernstrukturen der Deutschen Bahn AG.",Sonstiges,
Markus Lanz vom 20. April 2023,Michael Theurer,2023-04-20T00:00:00.000000,Politiker,FDP,"Der Parlamentarische Staatssekretär im Bundesverkehrsministerium (FDP) und Schienenbeauftragte des Bundes erläutert, wie der Bahnverkehr zukunftsfähiger gemacht werden soll.",Politik,
Markus Lanz vom 19. Dezember 2023,Florence Gaub,2023-12-19T00:00:00.000000,Zukunftsforscherin,,"Die Forschungsdirektorin des NATO Defense College und Autorin des Buches ""Zukunft: Eine Bedienungsanleitung"" sagt, wie sich Zukunft denken, planen und persönlich gestalten lässt.",Wissenschaft,
Markus Lanz vom 19. Dezember 2023,Carla Reemtsma,2023-12-19T00:00:00.000000,Klimaaktivistin,,"Die Sprecherin der Bewegung ""Fridays for Future"" schildert, welche Herausforderungen mit dem Klimawandel einhergehen und wie wir ihm zukünftig begegnen sollten.",Aktivismus,
Markus Lanz vom 29. Juni 2023,Bettina Stark-Watzinger,2023-06-29T00:00:00.000000,Politikerin,FDP,"Die Bundesministerin für Bildung und Forschung (FDP) äußert sich zur Bedeutung von Wasserstoff für die Wärmeversorgung der Zukunft und die ""Schlüsseltechnologie"" KI.",Politik,
Markus Lanz vom 29. Juni 2023,Sonja Álvarez,2023-06-29T00:00:00.000000,Journalistin,,"Die ""Wirtschaftswoche""-Redakteurin erläutert Deutschlands KI-Strategie und sagt, warum die Ampel-Koalition unsere Zukunft ""verschleppt, verschläft und verbummelt"".",Journalismus,Wirtschafts Woche
Markus Lanz vom 29. Juni 2023,Jürgen Schmidhuber,2023-06-29T00:00:00.000000,Informatiker,,"Der Wissenschaftler ist einer der Pioniere der ""modernen KI"". Er spricht über Zukunftstechnologien und den Forschungs- und Entwicklungsstandort Deutschland.",Sonstiges,
Markus Lanz vom 12. April 2023,Roderich Kiesewetter,2023-04-12T00:00:00.000000,Politiker,CDU,"Der CDU-Außenpolitiker und Oberst a. D. äußert sich zum chinesischen Militärmanöver nahe Taiwans, zur Rolle Europas im Taiwan-Konflikt sowie zur aktuellen Entwicklung des Ukraine-Krieges.",Politik,
Markus Lanz vom 12. April 2023,Rüdiger Lucassen,2023-04-12T00:00:00.000000,Politiker,AfD,Auch der AfD-Verteidigungsexperte ist Oberst a. D. Er erläutert seine Kritik an der deutschen Außen- und Verteidigungspolitik und legt die sicherheitspolitischen Konzepte seiner Partei dar.,Politik,
Markus Lanz vom 19. September 2023,Sahra Wagenknecht,2023-09-19T00:00:00.000000,Politikerin,LINKE,Sie nimmt Stellung zu ihren Plänen einer möglichen Parteigründung. Zudem erläutert sie ihre Kritik an der deutschen Sicherheits- und Energiepolitik.,Politik,
Markus Lanz vom 19. September 2023,Timo Lehmann,2023-09-19T00:00:00.000000,Journalist,,"Der ""Spiegel""-Politikexperte analysiert den Zustand der Linkspartei und die potentiellen Folgen einer Parteigründung Wagenknechts für die politische Landschaft in Deutschland.",Journalismus,Spiegel
Markus Lanz vom 19. September 2023,Florence Gaub,2023-09-19T00:00:00.000000,Militärstrategin,,Die Chefin der Forschungsabteilung am Defense College der NATO äußert sich zur Entwicklung des russischen Angriffskrieges sowie zu den Beratungen der Ukraine-Gruppe in Ramstein.,Militär,
Markus Lanz vom 13. April 2023,Franziska Giffey,2023-04-13T00:00:00.000000,Politikerin,SPD,"Berlins Regierende Bürgermeisterin (SPD) äußert sich zu ihren Koalitionsplänen mit der CDU und nimmt Stellung zu den zunehmenden Differenzen zwischen SPD und Grünen, auch auf Bundesebene.",Politik,
Markus Lanz vom 13. April 2023,Michael Bröcker,2023-04-13T00:00:00.000000,Journalist,,"Der Chefredakteur von ""The Pioneer"" analysiert Giffeys Taktik bei der angestrebten Regierungsbildung in Berlin. Zudem blickt er auf das aktuelle Zusammenwirken der Ampelkoalition.",Journalismus,The Pioneer
Markus Lanz vom 13. April 2023,Christine Lemaitre,2023-04-13T00:00:00.000000,Bauingenieurin,,"Die Expertin für nachhaltiges Bauen schildert, wie städtische Lebensräume und Gebäude aufgrund des Klimawandels hitzetauglicher und ressourcenschonender gestaltet werden können.",Sonstiges,
Markus Lanz vom 13. April 2023,Fabienne Hoelzel,2023-04-13T00:00:00.000000,Architektin,,Die Spezialistin für Stadtplanungsprozesse skizziert verschiedene Zukunftsmodelle im Städtebau und zeigt weltweite Beispiele für außergewöhnlich visionäre Bauprojekte.,Sonstiges,
Markus Lanz vom 26. April 2023,Klara Geywitz,2023-04-26T00:00:00.000000,Politikerin,SPD,"Die Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen (SPD) äußert sich zum Heizungsstreit und zu ihren Konzepten gegen die Baukrise und den Wohnraummangel.",Politik,
Markus Lanz vom 26. April 2023,Julia Löhr,2023-04-26T00:00:00.000000,Journalistin,,"Die FAZ-Wirtschaftsredakteurin analysiert die Baupolitik der Bundesregierung. Zudem erläutert sie, wie Bauvorschriften und gesetzliche Rahmenbedingungen vereinfacht werden könnten.",Journalismus,FAZ
